,open,high,low,close,datetime,close_dji,id,prct_close
0,,,,,2020-01-01,7200.56006,0,
1,0.00037687326124480336,-0.005847055579905058,-0.032337852877895035,-0.033027962827658186,2020-01-02,6962.740229999999,1,-3.3027962827658186
2,-0.03182803517376409,0.025857885615251375,-0.009355158034218825,0.053544986267568984,2020-01-03,7335.56006,2,5.354498626756898
3,0.05399748225256262,-6.625625084466513e-05,0.05890565386130309,0.0022247544654414586,2020-01-04,7351.8798799999995,3,0.22247544654414586
4,0.0019917171511960596,0.012290335868543334,0.005476405820977526,0.0007195492970977213,2020-01-05,7357.16992,4,0.07195492970977213
5,-0.00036572545380075816,0.03925794483372269,0.0033452167538929878,0.054371453201396136,2020-01-06,7757.18994,5,5.437145320139614
6,0.05669174405372335,0.05182143957479801,0.05329192551553885,0.051742948555414614,2020-01-07,8158.569820000001,6,5.174294855541461
7,0.048638134629586105,0.03221520202216599,0.01819118863049085,-0.013335646124310596,2020-01-08,8049.77002,7,-1.3335646124310596
8,-0.011578376064648843,-0.047072680407137524,-0.016123975132574686,-0.02826665102663395,2020-01-09,7822.22998,8,-2.826665102663395
9,-0.02918254197467507,0.017957862165308258,-0.008897620909930182,0.04763985474126908,2020-01-10,8194.87988,9,4.763985474126908
10,0.045873802796577934,0.010671653069143083,0.04183482334834898,-0.0213389473135267,2020-01-11,8020.009770000001,10,-2.13389473135267
11,-0.020857620182003767,-0.011518578428365567,-0.00477130810574089,0.020249400519121608,2020-01-12,8182.410159999999,11,2.0249400519121608
12,0.02233114257285429,0.000682569712459058,0.011544915421306312,-0.009123276460147434,2020-01-13,8107.759770000001,12,-0.9123276460147434
13,-0.008795723332085337,0.08311520048376941,0.006528534652448625,0.09031350838851981,2020-01-14,8840.0,13,9.031350838851981
14,0.08505239947694743,0.004083982612869352,0.056828575167146456,-0.0012251221719457028,2020-01-15,8829.16992,14,-0.12251221719457028
15,0.0024913731416915663,-0.00596584329097416,0.003278683488202372,-0.011006662107597154,2020-01-16,8731.99023,15,-1.1006662107597154
16,-0.011567711108190992,0.01792260208450669,0.0087120872247064,0.020682525431547694,2020-01-17,8912.58984,16,2.0682525431547694
17,0.02101349903145744,-0.003639422266577874,0.014989597918014352,0.0007584518216758873,2020-01-18,8919.34961,17,0.07584518216758873
18,0.0007399520087192357,0.023557672445390754,-0.03004276953534135,-0.024417704151412867,2020-01-19,8701.55957,18,-2.4417704151412867
